Skew;Value
Poskew;3
Poskew;4
Poskew;0
Poskew;1
Poskew;1
Poskew;3
Poskew;5
Poskew;5
Poskew;5
Poskew;4
Poskew;0
Poskew;1
Poskew;4
Poskew;2
Poskew;1
Poskew;4
Poskew;0
Poskew;4
Poskew;2
Poskew;0
Poskew;4
Poskew;4
Poskew;1
Poskew;0
Poskew;5
Poskew;1
Poskew;3
Poskew;5
Poskew;2
Poskew;3
Poskew;3
Poskew;1
Poskew;5
Poskew;0
Poskew;0
Poskew;3
Poskew;8
Poskew;6
Poskew;8
Poskew;6
Poskew;7
Poskew;8
Poskew;8
Poskew;8
Poskew;8
Poskew;9
Poskew;10
Poskew;8
Poskew;6
Poskew;7
Poskew;9
Poskew;6
Poskew;6
Poskew;6
Poskew;6
Poskew;10
Poskew;10
Poskew;6
Poskew;6
Poskew;9
Poskew;7
Poskew;12
Poskew;15
Poskew;11
Poskew;15
Poskew;12
Poskew;14
Poskew;14
Poskew;15
Poskew;15
Poskew;15
Poskew;15
Poskew;15
Poskew;15
Poskew;12
Poskew;13
Poskew;11
Poskew;14
Poskew;12
Poskew;20
Poskew;18
Poskew;17
Poskew;20
Poskew;20
Poskew;17
Poskew;17
Poskew;18
Poskew;18
Poskew;19
Poskew;18
Poskew;17
Poskew;19
Poskew;17
Poskew;17
Poskew;19
Poskew;17
Poskew;18
Poskew;19
Poskew;18
Poskew;19
Poskew;19
Poskew;19
Poskew;20
Poskew;20
Poskew;20
Poskew;17
Poskew;20
Poskew;20
Poskew;17
Poskew;18
Poskew;18
Poskew;18
Poskew;17
Poskew;19
Poskew;17
Poskew;19
Poskew;16
Poskew;20
Poskew;20
Poskew;19
Poskew;19
Poskew;20
Poskew;20
Poskew;18
Poskew;16
Poskew;17
Poskew;16
Poskew;18
Poskew;20
Poskew;19
Poskew;18
Poskew;18
Poskew;16
Poskew;19
Poskew;17
Poskew;18
Poskew;16
Poskew;17
Poskew;17
Poskew;19
Poskew;16
Poskew;17
Poskew;20
Poskew;17
Poskew;19
Poskew;20
Poskew;20
Poskew;19
Poskew;17
Poskew;18
Poskew;16
Poskew;19
Poskew;20
Poskew;16
Poskew;19
Poskew;17
Poskew;17
Poskew;20
Poskew;16
Poskew;18
Poskew;20
Poskew;17
Poskew;16
Poskew;20
Poskew;20
Poskew;17
Poskew;20
Poskew;20
Poskew;19
Poskew;18
Poskew;19
Poskew;19
Poskew;16
Poskew;17
Poskew;17
Poskew;19
Poskew;17
Poskew;16
Poskew;21
Poskew;22
Poskew;21
Poskew;24
Poskew;23
Poskew;22
Poskew;23
Poskew;21
Poskew;24
Poskew;24
Poskew;23
Poskew;24
Poskew;24
Poskew;21
Poskew;24
Poskew;24
Poskew;25
Poskew;25
Poskew;24
Poskew;21
Poskew;23
Poskew;25
Poskew;23
Poskew;25
Poskew;22
Poskew;21
Poskew;24
Poskew;22
Poskew;24
Poskew;22
Poskew;21
Poskew;25
Poskew;21
Poskew;23
Poskew;23
Poskew;23
Poskew;22
Poskew;22
Poskew;22
Poskew;22
Poskew;24
Poskew;21
Poskew;21
Poskew;23
Poskew;22
Poskew;21
Poskew;21
Poskew;23
Poskew;24
Poskew;21
Poskew;25
Poskew;22
Poskew;21
Poskew;23
Poskew;21
Poskew;25
Poskew;23
Poskew;25
Poskew;21
Poskew;21
Poskew;23
Poskew;22
Poskew;23
Poskew;25
Poskew;25
Poskew;25
Poskew;24
Poskew;21
Poskew;22
Poskew;22
Poskew;22
Poskew;25
Poskew;24
Poskew;22
Poskew;25
Poskew;24
Poskew;25
Poskew;21
Poskew;21
Poskew;21
Poskew;25
Poskew;22
Poskew;25
Poskew;24
Poskew;22
Poskew;24
Poskew;23
Poskew;21
Poskew;25
Poskew;25
Poskew;22
Poskew;24
Poskew;21
Poskew;23
Poskew;24
Poskew;24
Poskew;25
Poskew;21
Poskew;25
Poskew;23
Poskew;24
Poskew;22
Poskew;23
Poskew;24
Poskew;24
Poskew;24
Poskew;25
Poskew;25
Poskew;25
Poskew;23
Poskew;21
Poskew;21
Poskew;25
Poskew;25
Poskew;23
Poskew;23
Poskew;24
Poskew;24
Poskew;24
Poskew;22
Poskew;22
Poskew;23
Poskew;23
